model,response_models,format_id,context_id,amount,total,low,not_low,invalid,low_pct,not_low_pct,errors
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,fact_only,1000,10,0,10,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,fact_only,5000,10,0,10,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,fact_only,10000,10,0,10,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,fact_only,20000,10,0,10,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_5_gift_card,5,10,10,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_5_gift_card,50,10,0,10,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_5_gift_card,100,10,0,10,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_5_gift_card,150,10,0,10,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_5_gift_card,500,10,0,10,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_5_gift_card,1000,10,0,10,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_5_gift_card,5000,10,0,10,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_5_gift_card,10000,10,0,10,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_5_gift_card,20000,10,0,10,0,0.0%,100.0%,0
