model,response_models,format_id,context_id,amount,total,low,not_low,invalid,low_pct,not_low_pct,errors
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,fact_only,100,10,10,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,fact_only,150,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,fact_only,500,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,fact_only,1000,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,fact_only,5000,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,fact_only,10000,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,fact_only,20000,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_5_gift_card,5,10,10,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_5_gift_card,50,10,10,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_5_gift_card,100,10,10,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_5_gift_card,150,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_5_gift_card,500,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_5_gift_card,1000,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_5_gift_card,5000,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_5_gift_card,10000,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed_boundary_rule,retrieved_5_gift_card,20000,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,fact_only,5,10,10,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,fact_only,50,10,10,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,fact_only,100,10,10,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,fact_only,150,10,10,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,fact_only,500,10,10,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,fact_only,1000,10,10,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,fact_only,5000,10,10,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,fact_only,10000,10,4,6,0,40.0%,60.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,fact_only,20000,10,10,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_5_gift_card,5,10,10,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_5_gift_card,50,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_5_gift_card,100,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_5_gift_card,150,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_5_gift_card,500,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_5_gift_card,1000,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_5_gift_card,5000,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_5_gift_card,10000,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_5_gift_card,20000,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,5,10,10,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,50,10,9,0,1,90.0%,0.0%,1
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,100,10,3,7,0,30.0%,70.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,150,10,6,4,0,60.0%,40.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,500,10,3,7,0,30.0%,70.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,1000,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,5000,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,10000,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,20000,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_5_gift_card,5,10,10,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_5_gift_card,50,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_5_gift_card,100,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_5_gift_card,150,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_5_gift_card,500,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_5_gift_card,1000,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_5_gift_card,5000,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_5_gift_card,10000,10,0,10,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_5_gift_card,20000,10,0,10,0,0.0%,100.0%,0
