model,response_models,format_id,context_id,amount,total,low,not_low,invalid,low_pct,not_low_pct,errors
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,1000,5,5,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,5000,5,5,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,10000,5,5,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,json_typed,retrieved_100000_contract,20000,5,5,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,5,5,5,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,50,5,5,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,100,5,1,4,0,20.0%,80.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,150,5,4,1,0,80.0%,20.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,500,5,0,5,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,1000,5,0,5,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,5000,5,0,5,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,10000,5,0,5,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,fact_only,20000,5,0,5,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_5_gift_card,5,5,5,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_5_gift_card,50,5,0,5,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_5_gift_card,100,5,0,5,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_5_gift_card,150,5,0,5,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_5_gift_card,500,5,0,5,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_5_gift_card,1000,5,0,5,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_5_gift_card,5000,5,0,5,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_5_gift_card,10000,5,0,5,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_5_gift_card,20000,5,0,5,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,5,5,5,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,50,5,5,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,100,5,5,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,150,5,5,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,500,5,5,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,1000,5,3,2,0,60.0%,40.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,5000,5,5,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,10000,5,5,0,0,100.0%,0.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,prose_same_block,retrieved_100000_contract,20000,5,1,4,0,20.0%,80.0%,0
