model,response_models,format_id,context_id,amount,total,low,not_low,invalid,low_pct,not_low_pct,errors
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_flat,retrieved_5_gift_card,20000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_flat,retrieved_100000_contract,5,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_flat,retrieved_100000_contract,50,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_flat,retrieved_100000_contract,100,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_flat,retrieved_100000_contract,150,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_flat,retrieved_100000_contract,500,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_flat,retrieved_100000_contract,1000,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_flat,retrieved_100000_contract,5000,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_flat,retrieved_100000_contract,10000,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_flat,retrieved_100000_contract,20000,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,fact_only,5,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,fact_only,50,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,fact_only,100,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,fact_only,150,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,fact_only,500,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,fact_only,1000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,fact_only,5000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,fact_only,10000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,fact_only,20000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,retrieved_5_gift_card,5,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,retrieved_5_gift_card,50,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,retrieved_5_gift_card,100,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,retrieved_5_gift_card,150,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,retrieved_5_gift_card,500,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,retrieved_5_gift_card,1000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,retrieved_5_gift_card,5000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,retrieved_5_gift_card,10000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,retrieved_5_gift_card,20000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,retrieved_100000_contract,5,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,retrieved_100000_contract,50,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,retrieved_100000_contract,100,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,retrieved_100000_contract,150,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,retrieved_100000_contract,500,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,retrieved_100000_contract,1000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,retrieved_100000_contract,5000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,retrieved_100000_contract,10000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed_boundary_rule,retrieved_100000_contract,20000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,fact_only,5,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,fact_only,50,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,fact_only,100,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,fact_only,150,5,2,3,0,40.0%,60.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,fact_only,500,5,4,1,0,80.0%,20.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,fact_only,1000,5,1,4,0,20.0%,80.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,fact_only,5000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,fact_only,10000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,fact_only,20000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,retrieved_5_gift_card,5,5,4,1,0,80.0%,20.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,retrieved_5_gift_card,50,5,3,2,0,60.0%,40.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,retrieved_5_gift_card,100,5,1,4,0,20.0%,80.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,retrieved_5_gift_card,150,5,3,2,0,60.0%,40.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,retrieved_5_gift_card,500,5,2,3,0,40.0%,60.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,retrieved_5_gift_card,1000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,retrieved_5_gift_card,5000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,retrieved_5_gift_card,10000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,retrieved_5_gift_card,20000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,retrieved_100000_contract,5,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,retrieved_100000_contract,50,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,retrieved_100000_contract,100,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,retrieved_100000_contract,150,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,retrieved_100000_contract,500,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,retrieved_100000_contract,1000,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,retrieved_100000_contract,5000,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,retrieved_100000_contract,10000,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,json_typed,retrieved_100000_contract,20000,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,fact_only,5,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,fact_only,50,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,fact_only,100,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,fact_only,150,5,1,4,0,20.0%,80.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,fact_only,500,5,2,3,0,40.0%,60.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,fact_only,1000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,fact_only,5000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,fact_only,10000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,fact_only,20000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_5_gift_card,5,5,4,1,0,80.0%,20.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_5_gift_card,50,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_5_gift_card,100,5,1,4,0,20.0%,80.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_5_gift_card,150,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_5_gift_card,500,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_5_gift_card,1000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_5_gift_card,5000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_5_gift_card,10000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_5_gift_card,20000,5,0,5,0,0.0%,100.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_100000_contract,5,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_100000_contract,50,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_100000_contract,100,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_100000_contract,150,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_100000_contract,500,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_100000_contract,1000,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_100000_contract,5000,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_100000_contract,10000,5,5,0,0,100.0%,0.0%,0
gpt-4.1-mini,gpt-4.1-mini-2025-04-14,prose_same_block,retrieved_100000_contract,20000,5,5,0,0,100.0%,0.0%,0
