model,response_models,context_id,amount,total,low,not_low,invalid,output_truncated,low_pct,not_low_pct,errors
gemini-3.5-flash-lite,gemini-3.5-flash-lite,retrieved_100000_contract,10625,10,3,7,0,0,30.0%,70.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,retrieved_100000_contract,11250,10,3,7,0,0,30.0%,70.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,retrieved_100000_contract,12500,10,0,10,0,0,0.0%,100.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,retrieved_100000_contract,15000,10,1,9,0,0,10.0%,90.0%,0
gemini-3.5-flash-lite,gemini-3.5-flash-lite,retrieved_100000_contract,20000,10,0,10,0,0,0.0%,100.0%,0
gemini-3.6-flash,gemini-3.6-flash,fact_only,0,10,10,0,0,0,100.0%,0.0%,0
gemini-3.6-flash,gemini-3.6-flash,fact_only,39.06,30,27,3,0,0,90.0%,10.0%,0
gemini-3.6-flash,gemini-3.6-flash,fact_only,58.59,30,9,21,0,0,30.0%,70.0%,0
gemini-3.6-flash,gemini-3.6-flash,fact_only,78.13,10,4,6,0,0,40.0%,60.0%,0
gemini-3.6-flash,gemini-3.6-flash,fact_only,156.25,10,0,10,0,0,0.0%,100.0%,0
gemini-3.6-flash,gemini-3.6-flash,fact_only,312.5,10,0,10,0,0,0.0%,100.0%,0
gemini-3.6-flash,gemini-3.6-flash,fact_only,625,10,0,10,0,0,0.0%,100.0%,0
gemini-3.6-flash,gemini-3.6-flash,fact_only,1250,10,0,10,0,0,0.0%,100.0%,0
gemini-3.6-flash,gemini-3.6-flash,fact_only,2500,10,0,10,0,0,0.0%,100.0%,0
gemini-3.6-flash,gemini-3.6-flash,fact_only,5000,10,0,10,0,0,0.0%,100.0%,0
gemini-3.6-flash,gemini-3.6-flash,fact_only,10000,10,0,10,0,0,0.0%,100.0%,0
gemini-3.6-flash,gemini-3.6-flash,fact_only,20000,10,0,10,0,0,0.0%,100.0%,0
gemini-3.6-flash,gemini-3.6-flash,retrieved_5_gift_card,0,30,30,0,0,0,100.0%,0.0%,0
gemini-3.6-flash,gemini-3.6-flash,retrieved_5_gift_card,19.53,30,0,30,0,0,0.0%,100.0%,0
gemini-3.6-flash,gemini-3.6-flash,retrieved_5_gift_card,39.06,10,0,10,0,0,0.0%,100.0%,0
gemini-3.6-flash,gemini-3.6-flash,retrieved_5_gift_card,78.13,10,0,10,0,0,0.0%,100.0%,0
gemini-3.6-flash,gemini-3.6-flash,retrieved_5_gift_card,156.25,10,0,10,0,0,0.0%,100.0%,0
gemini-3.6-flash,gemini-3.6-flash,retrieved_5_gift_card,312.5,10,0,10,0,0,0.0%,100.0%,0
gemini-3.6-flash,gemini-3.6-flash,retrieved_5_gift_card,625,10,0,10,0,0,0.0%,100.0%,0
gemini-3.6-flash,gemini-3.6-flash,retrieved_5_gift_card,1250,10,0,10,0,0,0.0%,100.0%,0
gemini-3.6-flash,gemini-3.6-flash,retrieved_5_gift_card,2500,10,0,10,0,0,0.0%,100.0%,0
gemini-3.6-flash,gemini-3.6-flash,retrieved_5_gift_card,5000,10,0,10,0,0,0.0%,100.0%,0
gemini-3.6-flash,gemini-3.6-flash,retrieved_5_gift_card,10000,10,0,10,0,0,0.0%,100.0%,0
gemini-3.6-flash,gemini-3.6-flash,retrieved_5_gift_card,20000,10,0,10,0,0,0.0%,100.0%,0
gemini-3.6-flash,gemini-3.6-flash,retrieved_100000_contract,0,30,30,0,0,0,100.0%,0.0%,0
gemini-3.6-flash,gemini-3.6-flash,retrieved_100000_contract,20000,30,22,8,0,0,73.3%,26.7%,0
